run_id,snapshot_time_utc,date,hour,minute,market_phase,asset_class,root_symbol,watch_type,event_id,market_id,question,slug,yes_token_id,no_token_id,yes_price,no_price,mid_price,volume_total,liquidity,open_interest,match_score,selection_score,fetch_status,source_api
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,AAPL,fixed,249781,1514702,Apple (AAPL) Up or Down on March 9?,aapl-up-or-down-on-march-9-2026,19808226147348083897031959012798230973450854960848627704456912704664532346436,13406518761729931961851615682453860241282457569552758228894677915615681094572,0.645,0.355,0.645,3690.716292,361.7133,0.0,1.0,1953.872136,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,AMZN,fixed,249797,1514757,Amazon (AMZN) Up or Down on March 9?,amzn-up-or-down-on-march-9-2026,80021219607008516528277442260193352185410153761966836886502140161998011892162,108853950520272559879130318602344824962632416557435331993641412412547807514702,0.5,0.5,0.5,34.0,273.3679,0.0,1.0,99.01037,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,GOOGL,fixed,249802,1514766,Google (GOOGL) Up or Down on March 9?,googl-up-or-down-on-march-9-2026,44094010161024409927882814596723998290878704424720501457902745248193279794638,44108991473389127286246908894094910158330910061089014013289228154594781444101,0.445,0.555,0.4449999999999999,4389.514246999997,2311.759,0.0,1.0,2888.2848234999988,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,META,fixed,249807,1514776,Meta (META) Up or Down on March 9?,meta-up-or-down-on-march-9-2026,73166033314283110009347257655712887226811646343697308703062045958407983472737,87372177300150091355978158066364872197704591449573578077878286609425513279007,0.5,0.5,0.5,0.0,286.0997,0.0,0.3333333333333333,85.82991,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,MSFT,fixed,249788,1514728,Microsoft (MSFT) Up or Down on March 9?,msft-up-or-down-on-march-9-2026,17932175904709841050757450376495648544912859661747335309477900452831421905943,10849812493464692234971662275320979942310477817346053571126235137496324339560,0.495,0.505,0.495,16.388885,243.5797,0.0,1.0,81.26835249999999,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,NVDA,fixed,249814,1514788,NVIDIA (NVDA) Up or Down on March 9?,nvda-up-or-down-on-march-9-2026,107731417537085896064617291253564218357600872887497859202931430206765912668795,30716536267704046180051595697181677132234959571791300574305038309444561758532,0.405,0.595,0.405,276.317408,416.7364,0.0,1.0,263.179624,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,QQQ,fixed,249800,1514760,Nasdaq 100 (NDX) Up or Down on March 9?,ndx-up-or-down-on-march-9-2026,41077923857005684486434331436029649826844080557432727127668986516421384271531,42817902740054886564815045991365263663087863431558705933010902738071429912105,0.42,0.58,0.42,5395.630150000002,2385.994,0.0,0.5,3447.9842750000007,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,SPY,fixed,249779,1514700,S&P 500 (SPX) Opens Up or Down on March 9?,spx-opens-up-or-down-on-march-9-2026,41751941435480152233706903670604775275958258669449302421717366992676747977614,45379801591097220611191398942520142321696792130314686981119830430212386629543,0.195,0.805,0.1949999999999999,24655.736150999983,6576.8431,0.0,0.5,14300.921005499991,ok,gamma/events
f44ba5b6,2026-03-08T13:25:53.281279+00:00,2026-03-08,13,25,pre,stock,TSLA,fixed,249811,1514783,Tesla (TSLA) Up or Down on March 9?,tsla-up-or-down-on-march-9-2026,113248621371775075995138979725094566101118806835417857921889574420383030829670,112523302540312047709742559845090679057036326487943124442344035385727378289601,0.47,0.53,0.47,3092.658483,392.0119,0.0,1.0,1663.9328115,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,crypto,DYN_CRYPTO,dynamic,89502,701486,"Will Bitcoin reach $200,000 by December 31, 2026?",will-bitcoin-reach-200000-by-december-31-2026-752-232-389,61368943128255287414565270336856615453000675377332178800733742873558311943412,96993471854400156408670527613150944443359272190785251193551242374636006072800,0.044,0.956,0.04400000000000002,729528.1053230002,64512.68353,0.0,0.5,11995468.700211473,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,crypto,BTC,fixed,238474,1473040,"Will Bitcoin reach $150,000 in March?",will-bitcoin-reach-150k-in-march-2026,73624432805780182150964443951045800666977811185963019133914618974858599458273,1666184515532238710431784265702709312060757077236443477960106115591255115343,0.0045,0.9955,0.0044999999999999745,6896550.397142932,1041963.79358,0.0,0.5,12611682.30784347,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,crypto,ETH,fixed,238477,1473042,"Will Ethereum reach $4,000 in March?",will-ethereum-reach-4000-in-march-2026,92799638496729089763862479001246438916119767115127271751533536527866552478834,57817609187638877082051374086608861977598876793124526827718549020543647406808,0.0035,0.9965,0.0034999999999999736,1243094.487632005,405171.75544,0.0,0.5,3616841.631179503,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,crypto,SOL,fixed,238486,1473180,Will Solana reach $160 in March?,will-solana-reach-160-in-march-2026,51434052264606521391274701895857060356227817928326328302355650201056386833442,56366864139724987693887346001806540156648993876362424578246425481555539891929,0.0045,0.9955,0.0044999999999999745,342436.0649220005,51703.36213,0.0,0.5,823029.1823840002,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,DJIA,dynamic,249805,1514769,Dow Jones (DJIA) Up or Down on March 9?,djia-up-or-down-on-march-9-2026,52516203409703075672050598502631401237159620104509085217445194025340571273037,3325603703301725367238452019913262249722618961182730781916327109169913321155,0.44,0.56,0.43999999999999995,11699.108381999995,2200.3865,0.0,0.5,6386.733980999998,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,RUT,dynamic,249817,1514793,Russell 2000 (RUT) Up or Down on March 9?,rut-up-or-down-on-march-9-2026,57428543285287597341528689686699296250539981454415394325965394964030076863268,104892791197413121166517940200456279179205094506569283136340591607043161489989,0.655,0.345,0.655,34323.375497000015,664.3611,0.0,0.5,17407.093718500008,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,AAPL,fixed,249781,1514702,Apple (AAPL) Up or Down on March 9?,aapl-up-or-down-on-march-9-2026,19808226147348083897031959012798230973450854960848627704456912704664532346436,13406518761729931961851615682453860241282457569552758228894677915615681094572,0.375,0.625,0.375,3717.716292,351.7133,0.0,1.0,1953.872136,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,AMZN,fixed,249797,1514757,Amazon (AMZN) Up or Down on March 9?,amzn-up-or-down-on-march-9-2026,80021219607008516528277442260193352185410153761966836886502140161998011892162,108853950520272559879130318602344824962632416557435331993641412412547807514702,0.5,0.5,0.5,34.0,223.8679,0.0,1.0,99.01037,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,GOOGL,fixed,249802,1514766,Google (GOOGL) Up or Down on March 9?,googl-up-or-down-on-march-9-2026,44094010161024409927882814596723998290878704424720501457902745248193279794638,44108991473389127286246908894094910158330910061089014013289228154594781444101,0.44,0.56,0.43999999999999995,4429.514246999997,2180.7373,0.0,1.0,2888.2848234999988,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,META,fixed,249807,1514776,Meta (META) Up or Down on March 9?,meta-up-or-down-on-march-9-2026,73166033314283110009347257655712887226811646343697308703062045958407983472737,87372177300150091355978158066364872197704591449573578077878286609425513279007,0.5,0.5,0.5,0.0,287.8997,0.0,0.3333333333333333,85.82991,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,MSFT,fixed,249788,1514728,Microsoft (MSFT) Up or Down on March 9?,msft-up-or-down-on-march-9-2026,17932175904709841050757450376495648544912859661747335309477900452831421905943,10849812493464692234971662275320979942310477817346053571126235137496324339560,0.495,0.505,0.495,16.388885,244.5547,0.0,1.0,81.26835249999999,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,NVDA,fixed,249814,1514788,NVIDIA (NVDA) Up or Down on March 9?,nvda-up-or-down-on-march-9-2026,107731417537085896064617291253564218357600872887497859202931430206765912668795,30716536267704046180051595697181677132234959571791300574305038309444561758532,0.405,0.595,0.405,276.317408,431.3564,0.0,1.0,263.179624,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,QQQ,fixed,249800,1514760,Nasdaq 100 (NDX) Up or Down on March 9?,ndx-up-or-down-on-march-9-2026,41077923857005684486434331436029649826844080557432727127668986516421384271531,42817902740054886564815045991365263663087863431558705933010902738071429912105,0.42,0.58,0.42000000000000004,5395.630150000002,2451.3524,0.0,0.5,3447.9842750000007,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,SPY,fixed,249779,1514700,S&P 500 (SPX) Opens Up or Down on March 9?,spx-opens-up-or-down-on-march-9-2026,41751941435480152233706903670604775275958258669449302421717366992676747977614,45379801591097220611191398942520142321696792130314686981119830430212386629543,0.215,0.785,0.21499999999999997,24676.604771999984,6642.0466,0.0,0.5,14300.921005499991,ok,gamma/events
31a01469,2026-03-08T13:35:11.404722+00:00,2026-03-08,13,35,open,stock,TSLA,fixed,249811,1514783,Tesla (TSLA) Up or Down on March 9?,tsla-up-or-down-on-march-9-2026,113248621371775075995138979725094566101118806835417857921889574420383030829670,112523302540312047709742559845090679057036326487943124442344035385727378289601,0.47,0.53,0.47,3092.658483,392.9869,0.0,1.0,1663.9328115,ok,gamma/events
